<<<<<<< Updated upstream
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.7.15.1	Q9XC06	NA	426.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB84	NA	556.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB85	NA	927.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB86	NA	452.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB87	NA	263.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB88	NA	184.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB91	NA	311.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB92	NA	198.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB93	NA	210.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB94	NA	160.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MB95	NA	828.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MBA0	NA	408.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MBA2	NA	189.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.16.1	Q6MDD6	WP_003020748.1	778.0	1.32391e-67	26.0	764.0	721.0	11.0	759.0	8.0	720.0	97.9	98.8	0.0	0.0	0.0	IVSP	CHEBI:14911;protein, CHEBI:4291;deoxyribonucleic acid	PF13604,PF13245,PF14490,PF13538,PF18335	PF13604,PF14490,PF13245,PF18335,PF13538,PF14520,PF05127	NA	['Q6MB94', 'Q6MBA2', 'Q6MB88', 'Q6MB87', 'Q6MB93', 'Q6MBA0', 'Q6MB85', 'Q6MB86', 'Q6MB91', 'Q6MB92', 'Q6MB95', 'Q6MB84']	Red
3.A.7.16.1	Q6MDD6	WP_003023272.1	749.0	0.0	42.0	744.0	721.0	3.0	742.0	2.0	719.0	99.3	99.4	0.0	0.0	0.0	IVSP	CHEBI:14911;protein, CHEBI:4291;deoxyribonucleic acid	PF13604,PF14490,PF13245,PF18335,PF13538,PF01443,PF14520,PF05127	PF13604,PF14490,PF13245,PF18335,PF13538,PF14520,PF05127	NA	['Q6MB94', 'Q6MBA2', 'Q6MB88', 'Q6MB87', 'Q6MB93', 'Q6MBA0', 'Q6MB85', 'Q6MB86', 'Q6MB91', 'Q6MB92', 'Q6MB95', 'Q6MB84']	Red
3.A.7.16.1	Q6MDD6	WP_004223849.1	738.0	1.99366e-105	34.0	747.0	721.0	3.0	719.0	5.0	713.0	95.9	98.2	0.0	0.0	0.0	IVSP	CHEBI:14911;protein, CHEBI:4291;deoxyribonucleic acid	PF13604,PF14490,PF13245,PF13538,PF18335,PF14520	PF13604,PF14490,PF13245,PF18335,PF13538,PF14520,PF05127	NA	['Q6MB94', 'Q6MBA2', 'Q6MB88', 'Q6MB87', 'Q6MB93', 'Q6MBA0', 'Q6MB85', 'Q6MB86', 'Q6MB91', 'Q6MB92', 'Q6MB95', 'Q6MB84']	Red
3.A.7.16.1	Q6MDD6	WP_207634958.1	410.0	1.97319e-11	22.0	422.0	721.0	10.0	379.0	328.0	686.0	87.4	49.7	1.0	0.0	0.0	IVSP	CHEBI:14911;protein, CHEBI:4291;deoxyribonucleic acid	PF01443,PF01443,PF13604,PF13538,PF13245	PF13604,PF14490,PF13245,PF18335,PF13538,PF14520,PF05127	NA	['Q6MB94', 'Q6MBA2', 'Q6MB88', 'Q6MB87', 'Q6MB93', 'Q6MBA0', 'Q6MB85', 'Q6MB86', 'Q6MB91', 'Q6MB92', 'Q6MB95', 'Q6MB84']	Red
3.A.7.18.1	Q9L714	NA	501.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.18.1	Q9L715	WP_004221854.1	270.0	1.95946e-11	25.0	262.0	517.0	5.0	262.0	260.0	516.0	98.1	49.5	0.0	0.0	0.0	IVSP	CHEBI:27026;toxin	PF13614,PF10609,PF01656,PF02374,PF06564,PF09140	PF13614	NA	['Q9L720', 'Q9L714', 'Q9L716', 'Q9L718', 'Q9L719', 'Q9L717']	Red
3.A.7.18.1	Q9L716	NA	225.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.18.1	Q9L717	NA	560.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.18.1	Q9L718	NA	297.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.18.1	Q9L719	NA	170.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.18.1	Q9L720	NA	59.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3L7	NA	206.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3L8	NA	219.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3M0	NA	341.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3M1	NA	109.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3M2	NA	192.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3M3	WP_002591261.1	154.0	1.90227e-15	31.0	131.0	150.0	1.0	130.0	2.0	150.0	98.5	98.7	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF00436	PF00436	WP_004220570.1 WP_004220854.1 WP_003019276.1 	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3M3	WP_003019276.1	134.0	1.42844e-22	34.0	134.0	150.0	1.0	133.0	2.0	133.0	98.5	87.3	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF00436	PF00436	WP_004220570.1 WP_004220854.1 WP_003019276.1 	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3M3	WP_004220570.1	123.0	8.455030000000001e-18	37.0	133.0	150.0	1.0	115.0	1.0	121.0	85.7	80.0	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF00436	PF00436	WP_004220570.1 WP_004220854.1 WP_003019276.1 	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3M3	WP_004220854.1	129.0	3.0298700000000004e-26	41.0	150.0	150.0	1.0	128.0	2.0	121.0	84.7	79.3	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF00436	PF00436	WP_004220570.1 WP_004220854.1 WP_003019276.1 	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3M4	NA	164.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3M7	NA	149.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3N0	NA	182.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3N1	NA	258.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3N2	NA	445.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3N4	NA	116.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3N6	WP_003020363.1	112.0	1.10142e-08	29.0	115.0	118.0	3.0	114.0	5.0	105.0	96.5	84.7	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	NA	PF05713	NA	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3N6	WP_004221668.1	101.0	1.39853e-05	30.0	150.0	118.0	27.0	122.0	4.0	99.0	63.3	80.5	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF19514,PF19807,PF05713	PF05713	NA	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3N8	WP_003019270.1	341.0	3.13881e-10	26.0	635.0	719.0	7.0	292.0	13.0	338.0	44.9	45.2	0.0	0.0	0.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF13481,PF13154,PF13155	PF08401,PF13155	NA	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3N9	WP_003020231.1	616.0	1.84168e-77	30.0	611.0	609.0	15.0	604.0	10.0	599.0	96.4	96.7	1.0	3.0	1.0	IVSP	CHEBI:4291;deoxyribonucleic acid	PF02534,PF12696,PF10412,PF10412	PF02534,PF12696,PF10412	NA	['Q5G3M7', 'Q5G3N4', 'Q5G3M2', 'Q5G3L7', 'Q7X5P3', 'Q5G3M1', 'Q5G3N2', 'Q5G3P0', 'Q5G3N1', 'Q5G3L8', 'Q5G3P1', 'Q5G3M0', 'Q5G3N0', 'Q5G3M4']	Red
3.A.7.19.1	Q5G3P0	NA	161.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q5G3P1	NA	202.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.7.19.1	Q7X5P3	NA	561.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	O74700	NA	87.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P07213	WP_004223086.1	328.0	2.6963e-07	24.0	332.0	617.0	15.0	315.0	291.0	610.0	90.4	51.7	0.0	1.0	0.0	MPT	CHEBI:8526;protein polypeptide chain	PF07719,PF13432,PF13432,PF13181,PF13181,PF13181,PF13174	PF00515,PF13432,PF13432,PF13181	NA	['Q12328', 'O74700', 'P36046', 'Q01852', 'P57744', 'P53220', 'P87108', 'P33448', 'P49334', 'P42949', 'P47045', 'Q08749', 'P32897', 'Q07914', 'P80967', 'P35180', 'P42834', 'P53507', 'P23644', 'Q02776', 'P53299', 'P39515']	Red
3.A.8.1.1	P23644	NA	387.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P32897	NA	222.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P33448	NA	61.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P35180	NA	183.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P36046	NA	403.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P38523	WP_003022426.1	178.0	6.60509e-12	22.0	208.0	228.0	34.0	206.0	47.0	222.0	82.7	76.8	0.0	0.0	0.0	MPT	CHEBI:8526;protein polypeptide chain	PF01025	PF01025	NA	['Q12328', 'O74700', 'P36046', 'Q01852', 'P57744', 'P53220', 'P87108', 'P33448', 'P49334', 'P42949', 'P47045', 'Q08749', 'P32897', 'Q07914', 'P80967', 'P35180', 'P42834', 'P53507', 'P23644', 'Q02776', 'P53299', 'P39515']	Red
3.A.8.1.1	P39515	NA	158.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P42834	NA	146.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P42949	NA	149.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P47045	NA	478.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P49334	NA	152.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P53220	NA	239.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P53299	NA	105.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P53507	NA	60.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P57744	NA	87.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P80967	NA	50.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	P87108	NA	93.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	Q01852	NA	431.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	Q02776	NA	476.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	Q07914	NA	168.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	Q08749	NA	192.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.8.1.1	Q12328	NA	207.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	P56785	NA	1786.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q7Y1Z4	NA	527.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q8GZ79	NA	274.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q8LPR8	WP_003023213.1	77.0	0.00026519	29.0	77.0	871.0	4.0	76.0	626.0	702.0	93.5	8.7	1.0	1.0	0.0	CEPT or Tic-Toc	CHEBI:8526;protein polypeptide chain	NA	PF02493,PF02493,PF02493	NA	['Q7Y1Z4', 'Q8LPR9', 'Q8GZ79', 'P56785', 'Q9SHU7', 'Q8VY88', 'Q9FMD5']	Red
3.A.9.1.2	Q8LPR9	NA	1016.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q8VY88	NA	175.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q9FI56	WP_003022489.1	819.0	0.0	51.0	809.0	929.0	1.0	805.0	94.0	909.0	99.4	87.7	0.0	0.0	0.0	CEPT or Tic-Toc	CHEBI:8526;protein polypeptide chain	PF07724,PF17871,PF10431,PF02861,PF02861,PF00004,PF00004,PF07728,PF00158	PF07724,PF02861,PF02861,PF17871,PF00004,PF00004,PF10431,PF07728,PF07728,PF00158,PF02151	NA	['Q7Y1Z4', 'Q8LPR9', 'Q8GZ79', 'P56785', 'Q9SHU7', 'Q8VY88', 'Q9FMD5']	Red
3.A.9.1.2	Q9FI56	WP_003023252.1	341.0	6.89948e-08	25.0	475.0	929.0	125.0	444.0	601.0	895.0	67.2	31.6	0.0	0.0	0.0	CEPT or Tic-Toc	CHEBI:8526;protein polypeptide chain	PF07724,PF00004,PF10431,PF06689,PF07728,PF00493	PF07724,PF02861,PF02861,PF17871,PF00004,PF00004,PF10431,PF07728,PF07728,PF00158,PF02151	NA	['Q7Y1Z4', 'Q8LPR9', 'Q8GZ79', 'P56785', 'Q9SHU7', 'Q8VY88', 'Q9FMD5']	Red
3.A.9.1.2	Q9FMD5	NA	447.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q9SHU7	NA	296.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.9.1.2	Q9SXJ7	WP_040351209.1	862.0	0.0	43.0	863.0	952.0	5.0	851.0	117.0	921.0	98.0	84.5	0.0	0.0	0.0	CEPT or Tic-Toc	CHEBI:8526;protein polypeptide chain	PF07724,PF17871,PF00004,PF00004,PF10431,PF07728,PF02861,PF02861,PF00158	PF07724,PF02861,PF02861,PF17871,PF00004,PF00004,PF10431,PF07728,PF00158,PF02151	NA	['Q7Y1Z4', 'Q8LPR9', 'Q8GZ79', 'P56785', 'Q9SHU7', 'Q8VY88', 'Q9FMD5']	Red
3.A.11.1.2	Q8CWM9	NA	432.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.2	Q8DQ40	NA	746.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.2	Q8DQ41	WP_003023443.1	165.0	3.2959e-37	44.0	201.0	216.0	36.0	200.0	56.0	215.0	81.6	73.6	1.0	1.0	0.0	DNA-T	CHEBI:75980;single-stranded DNA polynucleotide	PF12836,PF10531,PF00633,PF14520	PF12836,PF10531	NA	['Q8CWM9', 'Q8DQ40']	Red
3.A.11.1.3	F6DIG5	NA	196.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	F6DIG6	NA	292.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q5SGW2	NA	677.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q72IW4	NA	757.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8KPZ0	NA	131.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8KPZ1	NA	554.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8KPZ2	NA	233.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8KPZ3	NA	193.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8KPZ4	NA	156.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8VRK4	WP_003022386.1	268.0	2.03799e-49	41.0	291.0	334.0	11.0	277.0	66.0	322.0	91.4	76.6	0.0	0.0	0.0	DNA-T	CHEBI:75980;single-stranded DNA polynucleotide	PF02481,PF18306	PF02481,PF17782,PF18306	NA	['Q9EYM5', 'Q8VRL7', 'Q8VRL8', 'F6DIG6', 'Q5SGW2', 'Q8VRL2', 'Q8KPZ0', 'Q8KPZ2', 'Q8KPZ1', 'Q8VRL3', 'Q8VRL1', 'Q72IW4', 'Q8KPZ3', 'Q8KPZ4', 'F6DIG5']	Red
3.A.11.1.3	Q8VRL1	NA	564.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8VRL2	NA	354.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8VRL3	NA	441.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8VRL7	NA	207.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q8VRL8	NA	377.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.3	Q9EYM5	NA	298.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80112	WP_004223890.1	508.0	2.43842e-67	32.0	1182.0	676.0	513.0	999.0	132.0	624.0	41.1	72.8	0.0	0.0	0.0	DNA-T	None	PF03461,PF02559,PF17757,PF00270,PF00271,PF04851	PF17191,PF00271,PF00270,PF04851,PF19833	NA	['AKM80623', 'AKM80720', 'AKM80716', 'AKM80398', 'AKM80287', 'AKM80377', 'AKM80619', 'AKM80724', 'AKM80915', 'AKM80721', 'AKM80378', 'AKM80379', 'AKM80661']	Red
3.A.11.1.5	AKM80112	WP_089438676.1	671.0	1.50657e-146	37.0	685.0	676.0	7.0	675.0	7.0	669.0	97.5	97.9	1.0	0.0	0.0	DNA-T	None	PF17191,PF00271,PF00270,PF19833,PF04851	PF17191,PF00271,PF00270,PF04851,PF19833	NA	['AKM80623', 'AKM80720', 'AKM80716', 'AKM80398', 'AKM80287', 'AKM80377', 'AKM80619', 'AKM80724', 'AKM80915', 'AKM80721', 'AKM80378', 'AKM80379', 'AKM80661']	Red
3.A.11.1.5	AKM80287	NA	140.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80377	NA	593.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80378	NA	409.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80379	NA	350.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80389	WP_004222183.1	200.0	8.16959e-36	35.0	203.0	192.0	1.0	200.0	1.0	191.0	98.0	99.0	1.0	1.0	1.0	DNA-T	None	PF01330,PF14520,PF07499	PF01330,PF14520,PF07499	NA	['AKM80623', 'AKM80720', 'AKM80716', 'AKM80398', 'AKM80287', 'AKM80377', 'AKM80619', 'AKM80724', 'AKM80915', 'AKM80721', 'AKM80378', 'AKM80379', 'AKM80661']	Red
3.A.11.1.5	AKM80398	NA	485.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80619	NA	222.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
